review,sentiment
"This movie is good for entertainment purposes, but it is not historically reliable. If you are looking for a movie and thinking to yourself `Oh I want to learn more about Custer's life and his last stand', do not rent `They Died with Their Boots On'. But, if you would like to watch a movie for the enjoyment of an older western film, with a little bit of romance and just for a good story, this is a fun movie to watch.<br /><br />The story starts out with Custer's (Errol Flynn) first day at West Point. Everyone loves his charming personality which allows him to get away with most everything. The movie follows his career from West Point and his many battles, including his battle in the Civil War. The movie ends with his last stand at Little Big Horn. In between the battle scenes, he finds love and marriage with Libby (Olivia De Havilland).<br /><br />Errol Flynn portrays the arrogant, but suave George Armstrong Custer well. Olivia De Havilland plays the cute, sweet Libby very well, especially in the flirting scene that Custer and Libby first meet. Their chemistry on screen made you believe in their romance. The acting in general was impressive, especially the comedic role ( although stereotypical) of Callie played by Hattie McDaniel. Her character will definitely make you laugh.<br /><br />The heroic war music brought out the excitement of the battle scenes. The beautiful costumes set the tone of the era. The script, at times, was corny, although the movie was still enjoyable to watch. The director's portrayal of Custer was as a hero and history shows this is debatable. Some will watch this movie and see Custer as a hero. Others will watch this movie and learn hate him.<br /><br />I give it a thumbs up for this 1942 western film.",positive
"Having loved Stephen King's novels and short stories for many years, I, like most reviewers, have been consistently disappointed in the adaptations to film from his printed works. A few notable exceptions are ""Stand By Me"" from ""The Body"", ""Carrie"" from the novel of the same name, and ""The Shawshank Redemption"" from ""Rita Heyworth and Shawshank Redemption"". This movie is by far the worst thing that has ever been produced with Stephen King's name attached to it in any way. It is no surprise that Mr. King has pretty much disavowed any connection with it. I feel the thing that most offended me about this poorly acted, cheaply filmed, hideously directed piece of garbage is that they had the audacity to COMPLETELY change the ending Don't waste your time or money on this amazing bow-wow of a movie!!",negative
"you know, i always fancy disturbing or strange movies, especially when they get shown at the fantasy film festival in hamburg, germany. but subconscious cruelty was probably the worst film i saw this year. will this comment contain any spoilers?<br /><br />no, because i just did not understand this movie. but well, what can you expect from a flick that was introduced to a festival crowd ""we (the guys from the festival) know that not all of you will watch this one until the very end""...<br /><br />i like splatter movies and i also like movies with a strong graphical language. but this? there are a lot of bloody scenes in this one, but why? what is the director trying to tell us? is he saying that we lost all morality and all religious feelings? or is he saying that incest will always end in a disaster? who knows - i do not.<br /><br />if you want to watch a movie that keeps you thinking for quite some time - watch it. but don´t expect to think ""wow, i got the message"" - i did not get it...",negative
"OK, please believe me when I say that this is a terrible, terrible, sci-fi movie. Its done so poorly that much of the film plays out as unintentional surrealism and its absolutely a 100% waste of time. Awful, but somehow also deeply unfunny. I watched this as a double feature with ""Recon 2020: The Caprini Massacre"" and although ""Battlespace"" WAS an incredibly superior film, that's not saying much. The plot of ""Battlespace"" is so completely convoluted that its impossible to follow. The narration is cryptic, often nonsensical, seemingly endless, and thoroughly exhausting. Literally half the film is duplicative scenes of the female lead, who looks like Brian Bosworth, walking through the desert. The movie actually starts out pretty cool, but then nosedives into pooptown and somehow continues to deteriorate, minute by minute. Absolutely horrible and truly an Absurdist Endurance Test. Zero stars. ---|--- Reviews by Flak Magnet",negative
"I saw this film at a pre-release screening at the Writers Guild theater in Beverly Hills. As I recall, the film's producers and director were in attendance, presumably to gage our reaction.<br /><br />Many scenes evoked gales of laughter from the audience, which would have been fine if it had been a comedy, but it was supposed to be a horror film.<br /><br />If the audience wasn't scared, it seems the filmmakers were. They delayed release for over a year. Out of curiosity I saw it again to see if they'd re-cut it; as far as I can tell, they hadn't. It was the same lousy movie, just a year older.<br /><br />It almost qualifies as ""so bad, it's good,"" but it's slow-paced and boring.",negative
"This film captures the short moments between a mother and son in rural Russia, as she lays dying.<br /><br />I am so torn between being nice to the film or declaring it a test of patience. On one hand, the film is beautiful, with the sparse dialog capturing the essence of their feelings. There is really nothing to say, because everything that needs to be said is conveyed beyond words. The son shows so much care, love and patience towards his mother, that I think it is a celebration of unconditional love towards one's family. It also cruelly reminds me that I could be in a situation like this, stuck in a joyless place, having to take care of a very ill person. ""Mat I Syn"" is cruel reality.<br /><br />On the other hand, ""Mat I Syn"" moves really too slowly. Do I really need to watch a train passing by the horizon for over 1 minute? With my previous experience of ""Telets"" and ""Aleksandra"", I am so tempted to put ""Mat I Syn"" among them as a total bore.<br /><br />I guess one has to be in the right state of mind to appreciate this film. I surely see the beauty of it, but maybe I am not in the right state of mind.",negative
"From ""36 Chowringhee Lane"" to ""15 Park Avenue"", Aparna Sen has indeed traveled a long way. If the first one goes down in history as a débutant's clean sweep the latter will definitely carve a special place as a ""mature"" film. Until you see 15 Park Avenue you cannot imagine feeling thrilled and moved at the same time. Thrilled to see the director's ingenuity and agility in portraying seriously challenging situations and moved by the sensitivity echoing throughout the film. It is not a movie that merely makes you feel 'tchh tchh, how difficult life must be for schizophrenics', but makes you ask a much deeper question about the reality that you see and believe. Sen has done a brilliant job in highlighting this supreme fact of our existence that we all are, in some way or other, trying to live in a make-believe world of our own, trying to run after mirages called happiness, peace, contentment. Along with the depiction of a delusional mind, Sen's magic has brought forth many little nuances of human relationships as they sustain stress and strain. The fact that at times we all lose calm, break down, make wrong choices, be haunted by guilt, behave selfishly and so on, is captured with extreme adroitness by Sen. She showed the cruel dilemma which Shabana had to deal with all her life, of having to choose between a schizophrenic sister and a normal life with a husband and kids for herself. And in the act of always being beside her sister, always being a strong persona, providing support, making judgments and so on, she unknowingly cut off some of the oxygen that her sister needed to bloom. Isn't this a very harsh truth that at times, in an attempt to do the best for someone, we strangle their assertiveness and end up hurting their self-esteem? Of course Konkona's and Shabana's acting deserves laurels as always because had the ingredients not been so good, the dish could not have turned out to be so extraordinary. Aparna Sen once again made a masterpiece of a movie for those who crave for some ""food-for-thought"" . Bravo !",positive
"Michael (played by Steven Robertson) has cerebal palsy, and lives a quiet, and dull, life in Carrigmore Residential Home. When a newcomer to the home, Rory (McAvoy), befriends him, he proceeds to show Michael how to live past the disability. Despite, or maybe because of, Rory's crippling disability (unable to move all but his head and a few digits on his hand), Rory is fiercely independent, and extremely rebellious. His affect upon the quiet and reserve Michael is spectacular, and the two soon leave the care home to set up lives in the outside world, where they recruit the help of Siobhan (Romola Garai) as a care assistant.<br /><br />This film is one of the gems of the year! Much like last year's In America, the film goes from being extremely funny, to distressing, touching, upsetting, and truly moving without once seeming saccharine sweet. Knowing exactly where to tug at the heartstrings, and where to simply let the story, and characters, do their thing, O'Donnell has crafted a wonderful film which tells us all to look past the surface, and see what lies within.<br /><br />The true strengths of the film come in the lead actors. So convincing are their characters that you truly do believe that they are disabled. To further manage to convey humor and sorrow on top of the already great performances is amazing. The pair really seem close friends, and as their tale unfolds you care completely for them.<br /><br />This is definitely one of the finest examples of film this year, telling a very relevant story in a simple way. If this film fails to touch your heart, then you must contain pure ice inside.",positive
"It's often said that Tobe Hooper just struck lucky with his grisly 1974 horror film 'The Texas Chain Saw Massacre' and every time I see another Hooper film - that view is only reinforced. It would seem that Hooper wanted to make his own version of films such as Scanners and Firestarter in 1990 and so we end up with Spontaneous Combustion; a film with a couple of good ideas and a whole load more that are borrowed from other films. Put it all together and you get a messy, boring film that most people would do well to miss! The film leads the audience to believe that it might be half decent initially with an intriguing back story that focuses on some experiments carried out on two young people in the fifties. The couple have a child and shortly thereafter burn to death as a result of the experiments done on them. Fast forward some years and the baby is now an adult named Sam; but naturally he's not a normal person and soon finds when it's discovered that he has the ability to set things on fire at will.<br /><br />The film stars Brad Dourif, who must have seemed like a good casting choice given his success with Child's Play two years earlier; but actually was an uninspired decision as the central performance is really terrible; and not helped by the terrible supporting performances. The turgid direction and dull script also don't do the film many favours and the trend of lacking in favours is continued by the special effects, which are very unrealistic and have nothing on the films that this one is ripping off; all of which were made some years earlier. The plot is really slow and it's almost an hour before anything of note happens, and I didn't care for it even then. It soon becomes obvious which direction the film will go in and it all boils down to the sort of tedious ending you would expect. The final confrontation is a big disappointment and nothing is really explained during the film. Not that any revelation would have been interesting anyway. Overall, this is a rubbish film and another reason why Tobe Hooper is a long way from being a great horror director. See Firestarter again instead.",negative
I read all the reviews here AFTER watching this piece of cinematic garbage and it took me at least 2 pages to find out that somebody else didn't think that this appallingly unfunny montage WASN'T the acme of humour in the 70s or indeed in any other era! If this isn't the least funny set of sketch *comedy* I've ever seen it'll do till it comes along. Half of the skits had already been done (and infinitely better) by acts such as Monty Python and Woody Allen... If I was to say that a nice piece of animation that lasts about 90 seconds is the highlight of this film it would still not get close to summing up just how mindless and drivel-ridden this waste of 75 minutes is. Seminal comedy? Only in the world where seminal really DOES mean semen. Scatological humour? Only in a world where scat IS actually feces. Precursor jokes? Only if by that we mean that this is a handbook of how NOT to do comedy. Tits and bums and the odd beaver. Nice...if you are a pubescent boy with at least one hand free and haven't found out that Playboy exists. Give it a break because it was the early 70s? No way. There had been sketch comedy going back at least ten years prior. The only way I could even forgive this film even being made is if it was at gunpoint. Retro? Hardly. Sketches about clowns subtly perverting children may be cutting edge in some circles (and it could actually have been funny) but it just comes off as really quite sad. What kept me going throughout the entire 75 minutes? Sheer belief that they may have saved a genuinely funny skit for the end. I gave the film a 1 because there was no lower score...and I can only recommend it to insomniacs or coma patients...or perhaps people suffering from lockjaw...their jaws would finally drop open in disbelief.,negative
"I haven't actually finished the film. You may say that in this case I have no right to review it, especially so negatively. But I do, only because I stopped it on account of I couldn't watch anymore...I got over halfway, and I only got there by promising myself something good was just around the corner. This film is so tiresome, so lackluster that I was actually insulted. I haven't read many of the other reviews, so I'm not sure if there are other homosexual teens who have suffered through it, but I am homosexual, and I did go through ""similar"" revelations, day dreams, issues etc etc. There were maybe two moments where I actually felt this film could go somewhere, where I felt it may have some inkling of meaning, or relativity, but these hopes were dashed the moment the next set of cliché-ridden narration came on. I mean, just look at the quotes on the IMDb page. Unfortunately you're not able to hear the scratchy play back, nor the echo-ey fades if you're just read the quotes, because they are just too painful/ridiculous/stupid to miss. I did give the film three stars, and all three of those stars go to the films cinematographer who did a fantastic job attempting to transform Archer's tired ""concepts"" into something watchable. Mind you, I pray he wasn't the one who decided to include all the long shots of TV closeups...another unnecessary cliché already over done in films such as Korine's Gummo... I think it is extremely fitting that this film premiered at Sundance (only because Archer had connections in the festival via volunteer work he did, by the way...) because Sundance seems to be the one festival where cliché heavy drivel like this is still accepted as ""arthouse"". No, it's not art house, I'm afraid it's just plain s**t-house. Do not watch.",negative
"As with all of Angelopoulos' films, ""The Suspended Step of the Stork"" implicitly demands a close and intimate participation on the part of the viewer, a fact that has certainly contributed to the limited popularity of his work. Dialogues are sparing, with no monologues or exchanges exteriorizing the characters' inner conflicts, doubts, or feelings. The filmmaker prefers to keep the viewers away from their own emotional responses, and instead forces them to explore and study the characters' identities for themselves. As a result, the acting is understated and implicit, as opposed to overt and explicit.<br /><br />The action scenes are set between long intervals of contemplation, where the viewer is asked to become a participant, to participate as an actor, by probing his or her own psyche. As in a novel, where the drama rests entirely on the author's writing to provide a template where the reader's imagination and/or past experience flourish, Angelopoulos' drama rests within his images: his uses of the long shots, the long takes, the leisurely pacing, the sparing dialogues that have become his trademark, inviting the viewer to experience the film from his or her personal perspective. Angelopoulos uses silence to capture moments of high intensity, reverting to the non-verbal language of gestures, gazes, sounds, and music, when he believes that words can only take us so far.<br /><br />The music, by Angelopoulos' long time collaborator, Eleni Karaindrou, provides more than just a discreet background, but becomes itself a dramatic element of the story. A large part of the film consists of exterior shots in subtle, subdued colors, recorded in a drab winter light. Angelopoulos presents us with an ""other Greece,"" one far different from the Greece of the tourist brochures, with ethereal blue skies and emerald seas, drowned in an eternal sunshine. Here, the skies are covered and gray, the air is cold and misty, and the sands of the pristine beaches have been replaced by the trampled, dirty snow of the village streets. Angelopoulos' genius through Arvanitis' camera is on display throughout the film.<br /><br />""The Suspended Step of the Stork"" is above all else a political statement aimed at the socio-political situation in the Balkans at the end of the twentieth century. It is deeply concerned with the meaning of ""borders,"" and with those who are the victims of the confusion between nations. In the ""waiting room"" facing the Albanian border, the refugees, political or other, outcast by the rest of humanity, wait. They may be stuck against a political border, but unfortunately they still carry with them, and hang on, deeper ancestral borders: those of the languages, of the customs, and of the races. Although Angelopoulos' political views are well known, the film steers clear of any political discourse regarding the causes of the refugees' plights. In the process, Angelopoulos forces us to meditate on the concepts of geographical, cultural, political, and personal ""borders."" <br /><br />Angelopoulos considers himself a historian of twentieth century Greece, and he likes to bring lessons from the Hellenic myths into his discussions. In this film, he does some border crossing himself between the Greek and Italian cultures, drawing from a combined Homeric and Dantesque tradition of Odysseus' travel. Alexander is a Telemachus, in search of a story about an aging Greek politician/Odysseus who disappeared, never to be heard of again. This political man, a brilliant orator, unexpectedly and inexplicably left the comfort of his bourgeois existence, his wife, and his brilliant career, to live anonymously in a refugee camp with the lowest of the low. He became a poet in exile wondering how to change the world. Of course, the ""politician"" is not Alexander's father, but the ""politician"" stands before Alexander like a father figure/Odysseus. As with Homer's Telemachus, Alexander grows as a person during his odyssey.<br /><br />Of course, it would be wrong to try and see in the film a retelling of Homer's Odyssey in a contemporary context. Angelopoulos draws on Odysseus's travels only as structuring and thematic elements for his film. In Angelopoulos' ending, ""Odysseus"" is more like the Dante's Odysseus: he does not leave for Ithaca but goes on, ""carrying a suitcase."" And Alexander/Telemachus is ""suspended"" between returning to his home and his career, or embarking on a voyage to ""somewhere else."" He states as much, in a voice-over at the beginning of the film, paraphrasing few lines from Dante's ""Inferno"": ""And don't forget that the time for a voyage has come again. The wind blows your eyes far away."" <br /><br />Finally, although Angelopoulos is not a religious person, there is a Greek Orthodox religious theme introduced during the film in the form of the yellow-suited linesmen, who go around bettering things for their fellow human beings by reconnecting communications, and also the Christ-like figure of the ""politician."" In the final scene, these men in yellow demonstrate once more the Byzantine iconography's influence in Angelopoulos' work. They appear like ""stylites,"" religious figures found in the Orthodox tradition, solitary and fervent men who took up their abode upon the tops of pillars, in a form of asceticism.<br /><br />The film ends without a resolution as to the true identity of the character played by Mastroianni. Angelopoulos does not give us any clues, and the wife's statement, ""It's not him,"" is far from convincing and left ambiguous enough. The important question of the film is not whether he is or is not the vanished politician, but that he could be the politician. But the film still ends on an optimistic note. Whereas the wires strung from pole to pole run only along the river, and thus communications across the border are still not possible, and it remains impenetrable, we note that this final scene is taken from a point of view across the river: the camera has crossed the border, and the reverse tracking shot is inviting Alexander and the viewer to follow beyond the boundary. On this account, Angelopoulos gives us hope that somehow, some of the borders will eventually crumble.",positive
"Certainly this film is not for everybody---but for anyone with a sense of humor and love of period film Ð buy this immediately! Where else can you get a run down of 70Õs fashion, a period vocabulary primer, karate trained hookers, crime, a rap about the TitanicÕs sinking, shoot outs, and a co-star named Queen Bee (watch for her moving crying scene early on in the wardens office!) With a filming style thatÕs a cross between a porno movie/Dawn of The Dead/ and Car Wash, you cannot go wrong. This is one to watch over and over againÉafter you put the kids to bed.",positive
"When i finally had the opportunity to watch Zombie 3(Zombie Flesheaters 2 in Europe)on an import Region 2 Japanese dvd,i was blown away by just how entertaining this zombie epic is.The transfer is just about immaculate,as good as it's ever going to look unless Anchor Bay gets a hold of it.The gore truly stands out like it should and you can really appreciate the excellent makeup and gore fx.The sound is also terrific.It's only 2 channel dolby but if you have a receiver with Dolby Prologic 2,you can really appreciate the cheesy music(actually a very good score),and the effective although cheap sound effects.It never sounded so good,and the excellent transfer adds to the overall enjoyment.<br /><br />I never realized just how much blood flows in this film,it's extremely brutal with exploding head shots,exploding puss filled mega pimples,a cleaver to a zombies throat,a woman's burned off extremities(how come it did'nt burn the guy also),intestinal munching,zombie babies and so much more i lost track.<br /><br />This is no doubt for hardcore Zombie action fans,especially of the Italian kind.There is some excellent set pieces and cinematography to be found,i think people don't give it enough credit,if you see a clean print,and not some horrendous pirate copy,it's a whole other experience entirely.<br /><br />This film never lets up for a second,and i realize it's inconsistent plotwise,the dubbing is horrible,the acting is stiff,and it's sense of irreverence is celebrated in grand fashion,but that's part of it's charm.<br /><br />To me this is one of the best horror films ever made,you can't make a film this bad,so good,on purpose.It's accidental genius of the highest order.If they played it for laughs it would have been a disaster,but they played it straight as an arrow and the result is a terrific cult classic that thumbs it's nose at any and all traditional moviemaking standards.<br /><br />Tons of action sequences,exotic locales,excellent set design,good,sometimes great cinematography,wonderfully cheesy acting,and inconsistent but still interesting plot,great makeup effects,beautiful women who can kick butt,excellent music,and sometimes hilarious,sometimes creepy,but always entertaining zombies.How can you go wrong with this film,it has it all,a cult classic that stands the test of time.",negative
"I wonder how many MINI Cooper automobiles were sold thanks to this movie? It couldn't help but add to the sales of this little car, which is featured in this film, along with an attractive cast.<br /><br />This is a very, very entertaining heist-and-chase film. It features a ""cool"" cast with Mark Wahlberg, Charlize Theron, Edward Norton, Seth Green and Jason Statham.<br /><br />The best chase scene is right at the beginning with a boat pursuit in Venice, Italy. The film doesn't overdo the violence, has a pretty intelligent script (with a few short exceptions). features interesting characters and is nicely firmed. The cat-and-mouse game between Norton and Theron's characters is suspenseful and fun to watch.<br /><br />Once again, however, we are manipulated into rooting for criminals portrayed as ""the good guys."" How many times has this happened since the days of ""Butch Cassidy and the Sundance Kid"" in the 1960s? It's twisted Hollywood, for you. In here, one of the criminals (Norton) stole and killed the leader and father figure (Donald Sutherland) of the gang, so he's the worst of the bunch and the film's villain. Also Theron's character is in the typically overblown-feminist mode of Hollywood in which women can do all things (including driving a car) better than a man. A third minor irritation is Seth Green's smug, smart-ass attitude which we also are supposed to go along with because it's hip and cool. <br /><br />Despite these hindrances, it is an extremely entertaining movie and it also doesn't overboard on the profanity or sex....and, yes, those little cars are cool. Everyone I've talked to who has seen this film, enjoyed it.",positive
"As well as being a portrayal of a lesbian love story, FIRE is also a comic satire of middle-class (?) Indian culture. I find this is a quality which is little appreciated about the movie. These two genres (i.e. deep meaningful alternative-love story and comic satire) usually mix together just as well as oil and water do, but Mehta (somehow) manages to achieve the balance to near perfection. The servant Jatin's behaviour, the family's treatment of him, the bedridden grandmother's constant inescapable presence, Ashok's obsession with a swami's teachings: coming from a culture much like India's, these are things I can immediately identify as being typical. They have been crying out to be pointed out and ridiculed. While developing her primary subject matter, Mehta manages to achieve this secondary theme skillfully. In fact, much of the humour in the film which provides essential relief from the heavy subjects of taboo lesbian love and gender issues, stem from this satire of the seemingly ordinary. The film flows from the comic to the serious with great subtelty.<br /><br />All in all, brilliant use of symbolic devices (Radha compared to Sita of legend and coming out of Fire unscathed and, therefore pure; the lifelong desire of the young Radha to see the ocean finally achieved when she gains freedom). Kudos to Shabana Azmi(Radha), the lighting crew and Deepa Mehta; their very un-Hollywood-like (and un-Bollywood-like!) talents made this movie special. One criticism: the first scenes seemed rather disjointed to me in that they did not flow into each other very well.<br /><br />The verdict: 9 on 10. Nothing less for a movie with scenes so burned on my mind.",positive
"Remember that this came out before Gulf War I, which gave us Werner Herzog's ""Lessons of Darkness"".<br /><br />Le Dernier Combat is not ""Sci Fi"". It's more like Judgment. I've watched it at least a dozen times. It really is a fitting companion to Herzog's ""Lessons of Darkness"": ""And in that time, men will seek death, but they will not find it, for death will flee from them.""<br /><br />That someday, alas, may be today, in Iraq. <br /><br />But, back to Le Dernier Combat, make sure to watch thru the very last second of the film. I wouldn't call it a ""surprise ending"", but it is something you'll miss if you just assume the end won't be anything more than what you will already have seen.",positive
"I'm a Black man living in a predominantly Black city. That being said, I have some major misgivings about Tyler Perry's work. I realize that some people out there feel the need to praise him, because he's Black and trying to portray a positive image about the culture. But, I honestly do believe that, were Perry White, this film would have had the NAACP, Al Sharpton, and Jessie Jackson all over his ass.<br /><br />I have been forced to watch this movie one whole hell of a lot recently and each repeated viewing makes my blood boil. The characters are poorly written and acted. The jokes are so bad, I have to actually be told something is supposed to be funny. I'm just going to break this big pile of sh-t down.<br /><br />Madea=suck. The character may have had some appeal, but it doesn't anymore. When the only thing she ever seems to do is smack around children and threaten adults with violence she is less than useless. She is unnecessary.<br /><br />The situation with the wife beating fiancé was horsesh-t. If a woman was so scared to death of her husband, why would she try to run away when he's sleeping in bed. Wouldn't it have made more sense for her to leave when he was at work. At any rate, the characters in this arc were so annoying and overbearing that I hoped he would throw her off the balcony and was royally ticked when he didn't.<br /><br />Then there are the two lovebirds. A bus driver asks a woman out by harassing her while he's making his rounds. I couldn't believe it. I really couldn't believe when she agreed to go out with him even more. But, what takes the cake is that a grown man was reduced to tossing pebbles at a window and passing notes like a ten year old by a castrating mega bitch. I don't use this term lightly, but that woman only had two modes. Morose victim and psycho momma. No matter which of these two faces she showed, however, there was one constant. The bus driver wasn't going to get any. He even married her without sampling the goods--WTF! <br /><br />Then there's the family reunion scene. Here we've got the mother load which includes implied incestual taboos, grinding for the sake of grinding, shirtless, overly musclebound, b-ball, plus the great taste of Maya Angelou. When those babes dragged their butts outside and called a meeting, was I wrong to wish that the oldest of them was claimed by a heart attack. All this crap is going on at the reunion, in laughably easy to separate groups, and then they ring a bell. When they do, everyone drops what they're doing and heads on over for a stern talking too, just like a pack of Pavlov's doggies--WTF!! <br /><br />Then you have the final five minutes of the film. In it we see the abusive fiancé get manhandled by his longtime victim and all around bad actress. There is an impromptu wedding where Black people are dressed like angels and are hanging from the ceiling--WTF!!! The only reason to watch it this far, besides testing your threshold for pain, is the hope that the second villain of this story gets her ass handed to her as well. Guess what, it doesn't happen. Instead, Perry takes the testicularly challenged way out and plays it safe, ending the movie on a tone of forgiveness--WTF!! <br /><br />I'm pretty sure that, if given a day , I could probably write a doctoral dissertation on all the ways this movie sucks. Don't even get me started on the rest of Tyler Perry's films. I'm just going to say this. In my opinion, as a Black guy, D.W. Griffith's legacy lives on. The irony is that it is doing so through a Black man who will be praised for doing what Birth of a Nation did, selling us down the river. I only wish Perry's films were dudes so I could kick them in the nuts. Thanks a lot, dude!! What are you going to follow this up with in 2009, a comedy about the raping and savage beating of slaves in Colonial America?",negative
"Even my five year old was bored.<br /><br />Very predictable, and overacted. This movie couldn't make up it's mind as to whether it was slapstick, or wry commentary on the state of ""pee -wee"" sports.<br /><br />Characters were underdeveloped, could have done more with the connection between father and son both coming from an orphanage.<br /><br />Did not like the reference regarding the goalie slipping the laxative to his teammate...very mean spirited for a kid's movie.<br /><br />Typical ""Mafia"" behavior was boring and stereotypical.<br /><br />The dog, however, was so darn cute!!!!",negative
"This is one of my favourite films; a delightful comedy; so I was thrilled to learn it is about to be released on DVD in the UK, September 2007.<br /><br />Romuald, played by Daniel Auteuil is a rich company president of a dairy firm. Juliette, played by the excellent Firmine Richard, is a cleaner of the company's Paris offices.Juliette, a black mother of several children, discovers a plot against Romuald who initially ignores her attempts to warn him. Slowly he grasps what this charming lady from the Parisian underclass has been trying to tell him. 'he seeks shelter in her crowded apartment as his marriage and career fall apart. An unlikely love blossoms. Cultures clash in what is a truly delightful light-hearted comedy.",positive
"This was a movie i could not wait to see! So i finally got it and I was pretty disappointed. For starters,the movie has so little said about New York,just a bunch of confusing shots of buildings,streets,bridges and cafes.It really doesn't stay focused on the New York magic.Another thing that changed my mind was the french movie set inside this movie.I know that it is a remake,but it is not a french style remake! Anyway,here you will notice elements that remind you of french movies,such as long and messy scenes,no or little talking and of course everyone is smoking french style ! The story follows many lives ( too many for my taste) and they somehow seem connected in the end. I feel like there was no dedication to the characters as much as there was on the stories. The movie was too short to cover every single destiny everyone's happy ending.So we can see about 30 people for about 5 minutes each.And there you have your 120 minutes ! if you like active scenes dialogues and stuff this is not the movie for you ! i give it 4 just because i love New York and i loved the cast !",negative
"Presenting Lily Mars (MGM, 1943) is a cute film, but in my opinion it could have been better. Judy Garland is great as always, but some scenes in the film seem out of place and the romance between her and Van Heflin develops all too quickly.<br /><br />I mean, one minute he's ready to beat her butt, but the next minute he falls in love with her. I believe that this production, the film editing, and the script ( even though the photography was great, the scenery was nice and the costumes were nice as well) could have been a little better. It feels as though the production was too rushed. <br /><br />The supporting cast was good as well, especially little Janet Chapman as the second youngest daughter daughter Rosie. She at the age of 11, looks really cute and it's a shame that she didn't develop into a teenage comic actress. She's much better in this film than in her previous films as Warner Brothers in the late 1930's (except for Broadway Musketeers 1938, she's really good in that), when they tried to make her into a Shirley Temple/Sybil Jason hybrid. Overall, this film could better, but in the end, Judy gave it her all.",positive
"OK, so my summary line is a cheap trick. But the movie is full of them and it gets absurdly praised, so...<br /><br />I caught this one on TV (uncut, as TV here shows all movies, that's for you Americans who might say I didn't like it because I saw a cut TV version - fortunately that's only an US thing), and had no idea about what it was. I switched on, caught the last minutes of a show, and the movie began. Within a minute, I was begging it was a comedy, given the particularly ridiculous clichéd beginning (yes, it's a bad movie-within-the-movie, I know, but what a way to try to keep the viewer interested! I don't even know why I didn't switch channels). And, yes, in fact the movie turned out to be a comedy, albeit an unintentional one.<br /><br />Marina Zudina is pretty enough, but gosh, what a dreadful performance! While casting a foreigner in the role is smart enough (she doesn't talk so bye bye language barrier), yet, sorry, Marina baby, playing mute doesn't mean impersonating Harpo Marx. Her acting is unintentionally funny in many moments, just look at her when she draws an X in the air while stalked by the killer. He wants to kill you, it's no time to play Zorro. We get plenty of ""running upstairs"" stuff passing for tension, as in the worst slashers, and things like pulling a carpet and a bad guy shots the other. Ugh! Will Hollywood ever learn? Yet the best/worst pearl is having a guy electrocuted in a bathtub and... Well, I have never seen anyone being electrocuted to death in a bathtub, but I'm sure you can't see the blue cartoon rays in real life, do you? And how about immediately trusting a mean-looking guy because he SAYS he's a cop, and not asking him to show you his credentials? OK, so he turns out to be a real cop. But still, not asking for the badge makes no sense (plot-wise, we could always think the credentials might be phony or he might be a crooked cop. Screen writing 101). And how about the big twist? Don't tell me you didn't see that coming from 200 miles away...<br /><br />I feel sorry for poor old Alec Guinness and his useless stock footage cameo. Now I think about this, what's the point in giving him a ""Mystery Guest Star"" credit... in the END titles? The movie's over, there's no mystery anymore, and everybody and their brother have identified Guinness (even non-movie buffs will recognize ""the old guy from 'Star Wars'""). Yet better off this way, so we can pretend it's not the late great actor.<br /><br />People keep comparing this to, of all people, Hitchcock. I suppose it has to be John Hitchcock the milkman, as the late Sir Alfred would feel embarrassed out of watching this, let alone making it. And this gets a 6.8/10???? It's Bottom 100 material! But then, we're talking a rating system that allows 'The Lord of the Rings: The Return of the King' to appear as the third best movie ever made (check Top 100), so...<br /><br />2/10.",negative
"My grandmother bought me this film when I was 5 (I've always love scary movies) and even then I enjoyed it. The atmosphere is awesome and the story original and entertaining. I especially love the scenes where the RV is under attack in the desert. The rocks are actually convincing for such a low-budget flick. The acting is above average for these kinds of films and the music is eerie. This is definitely an uder-rated gem. I recommend it to anyone who likes these strange films from the late seventies, early eighties such as ""Alice, Sweet Alice"", ""Poor Pretty Eddie"", ""Nightmare"", ""Hospital Massacre"", and ""Return of the Aliens, the Deadly Spawn"". Definitely a classic!!",positive
"Watch on the Rhine is one of the best anti-nazi propaganda films made during World War Two. Paul Lukas was certainly deserving of his Oscar. Bette Davis shines brilliantly as the great actress and beauty she was. I would recommend this film to those interested in that era, and, of course, the fabulous films of the late, great, Ms. Bette Davis.",positive
"Ok, I did think that it would be horrible. But when I saw it.. I was proven wrong. Emily Bergl did a superb job as did Jason London. Sue Snell was under-used and under-written. The meanies were ok, Dylan Bruno and Rachel Blanchard are definitely the stand-outs. As for the things the teens do and how people claim it's all wrong. Whatever. My friends and I use the term ""swank"" a lot and I have driven a car and had someone steer as I changed. It's pretty much all there. I've just never been at a after-game party in a house that big with it's very own light show.. The deaths are good. The best involves a pair of glasses, a spear gun and a pool.. all in that order. I must say, there will be people who hate it.. but I'm not one of them.",negative
